CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
AUD,Male,Australia,40,Employed full-time,,,Yes,,Software Developer/Software Engineer,Perfectly,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",No,Bachelor's degree,Computer Science,3 to 5 years,Python,120000,0.80231,96277.2,8.498
AUD,Male,Australia,38,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Bachelor's degree,Electrical Engineering,3 to 5 years,Python,,0.80231,,8.498
AUD,Male,Australia,38,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Engineering (non-computer focused),More than 10 years,,100000,0.80231,80231,8.498
AUD,Male,Australia,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Mathematics or statistics,More than 10 years,Python,137000,0.80231,109916.47,8.498
AUD,Male,Australia,52,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Other,More than 10 years,Python,230000,0.80231,184531.3,8.498
AUD,Male,Australia,57,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by company that makes advanced analytic software,No,Bachelor's degree,,More than 10 years,Other,90000,0.80231,72207.9,8.498
AUD,Male,Australia,32,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,Mathematics or statistics,More than 10 years,R,120000,0.80231,96277.2,8.498
AUD,Male,Australia,28,Employed full-time,,,Yes,,Data Analyst,Perfectly,Employed by professional services/consulting firm,Sort of (Explain more),Doctoral degree,Engineering (non-computer focused),1 to 2 years,Python,67000,0.80231,53754.77,8.498
AUD,Male,Australia,33,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by college or university,Sort of (Explain more),Bachelor's degree,Computer Science,3 to 5 years,R,88000,0.80231,70603.28,8.498
AUD,Male,Australia,32,Employed part-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",,Bachelor's degree,Computer Science,6 to 10 years,Python,90,0.80231,72.2079,8.498
AUD,Male,Australia,53,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,More than 10 years,R,150000,0.80231,120346.5,8.498
AUD,Male,Australia,52,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Poorly,Self-employed,No,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",More than 10 years,R,200000,0.80231,160462,8.498
AUD,Male,Australia,62,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Yes,Master's degree,Mathematics or statistics,More than 10 years,R,180000,0.80231,144415.8,8.498
AUD,Male,Australia,33,Employed part-time,,,Yes,,Other,Poorly,Employed by college or university,Yes,Doctoral degree,Computer Science,More than 10 years,R,85000,0.80231,68196.35,8.498
AUD,Male,Australia,40,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,,,,Bachelor's degree,Computer Science,More than 10 years,R,250000,0.80231,200577.5,8.498
AUD,Female,Australia,28,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,No,Doctoral degree,Mathematics or statistics,Less than a year,C/C++/C#,24000,0.80231,19255.44,8.498
AUD,Male,Australia,23,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Computer Science,3 to 5 years,R,100000,0.80231,80231,8.498
AUD,Male,Australia,34,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Doctoral degree,Computer Science,More than 10 years,Python,250000,0.80231,200577.5,8.498
AUD,Male,Australia,36,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Master's degree,,3 to 5 years,Python,130000,0.80231,104300.3,8.498
AUD,Male,Australia,42,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,No,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,Python,75000,0.80231,60173.25,8.498
AUD,Male,Singapore,26,Employed full-time,,,Yes,,Researcher,Fine,Employed by government,Sort of (Explain more),Bachelor's degree,A social science,1 to 2 years,Python,0,0.80231,0,21476
AZN,Female,Argentina,28,Employed full-time,,,Yes,,Engineer,Poorly,Employed by a company that performs advanced analytics,Sort of (Explain more),Master's degree,Physics,3 to 5 years,C/C++/C#,70000,0.588352,41184.64,42.37
BAM,Male,Other,48,Employed full-time,,,Yes,,Statistician,Perfectly,Employed by college or university,No,Doctoral degree,Mathematics or statistics,3 to 5 years,,8000,0.611383,4891.064,0
BDT,Male,Other,29,"Independent contractor, freelancer, or self-employed",,,Yes,,Statistician,Fine,Self-employed,No,Master's degree,Mathematics or statistics,3 to 5 years,R,40000,0.012162,486.48,0
BDT,Male,Other,28,Employed full-time,,,Yes,,Engineer,Perfectly,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Other,Less than a year,C/C++/C#,590000,0.012162,7175.58,0
BDT,Male,Other,22,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",No,Master's degree,Computer Science,1 to 2 years,Python,50000,0.012162,608.1,0
BDT,Male,Other,36,"Independent contractor, freelancer, or self-employed",,,Yes,,Machine Learning Engineer,Poorly,Employed by a company that performs advanced analytics,No,Master's degree,Computer Science,1 to 2 years,Python,5000000,0.012162,60810,0
BDT,Male,Other,24,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,Sort of (Explain more),Bachelor's degree,Electrical Engineering,1 to 2 years,Python,360000,0.012162,4378.32,0
BGN,Female,Other,25,Employed full-time,,,Yes,,Data Analyst,Perfectly,Employed by professional services/consulting firm,Yes,Master's degree,,3 to 5 years,SAS,,0.611395,,0
BGN,Male,Other,25,Employed part-time,,,Yes,,Scientist/Researcher,Fine,Employed by company that makes advanced analytic software,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,20000,0.611395,12227.9,0
BGN,Male,Taiwan,27,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",No,Master's degree,Computer Science,1 to 2 years,Stata,0,0.611395,0,1739
BHD,Male,Other,26,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Bachelor's degree,Computer Science,3 to 5 years,Python,6600,2.652053,17503.5498,0
BHD,Male,China,23,Employed full-time,,,Yes,,Engineer,Fine,Employed by college or university,Yes,Master's degree,Physics,Less than a year,SQL,,2.652053,,395.5
BIF,Male,India,48,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by a company that performs advanced analytics,,Master's degree,A social science,More than 10 years,Python,0,0.000572,0,1190
BIF,Male,Other,26,Employed part-time,,,Yes,,Engineer,Fine,"Employed by company that makes advanced analytic software,Employed by college or university",Yes,Master's degree,Electrical Engineering,3 to 5 years,SQL,100000,0.000572,57.2,0
BRL,Male,Brazil,31,Employed full-time,,,Yes,,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Computer Science,Less than a year,Python,120000,0.32135,38562,65.4
BRL,Male,Brazil,26,Employed full-time,,,Yes,,Other,Perfectly,Employed by professional services/consulting firm,No,Bachelor's degree,Other,Less than a year,Python,6700,0.32135,2153.045,65.4
BRL,Female,Brazil,34,Employed full-time,,,Yes,,Programmer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,"Information technology, networking, or system administration",6 to 10 years,Python,4500,0.32135,1446.075,65.4
BRL,Male,Brazil,34,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,Python,100000,0.32135,32135,65.4
BRL,Male,Brazil,35,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,,Master's degree,Computer Science,1 to 2 years,Python,150000,0.32135,48202.5,65.4
BRL,Male,Brazil,29,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,No,Doctoral degree,Mathematics or statistics,6 to 10 years,Matlab,49200,0.32135,15810.42,65.4
BRL,Male,Brazil,28,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Bachelor's degree,Mathematics or statistics,6 to 10 years,Python,150000,0.32135,48202.5,65.4
BRL,Male,Brazil,30,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,"Employed by professional services/consulting firm,Employed by non-profit or NGO",Yes,Bachelor's degree,I never declared a major,6 to 10 years,Python,100000,0.32135,32135,65.4
BRL,Male,Brazil,33,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by professional services/consulting firm,Yes,Master's degree,Computer Science,3 to 5 years,Python,210000,0.32135,67483.5,65.4
BRL,Male,Brazil,35,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by government,,Master's degree,Biology,3 to 5 years,Python,72000,0.32135,23137.2,65.4
BRL,Male,Brazil,27,Employed full-time,,,Yes,,Computer Scientist,Fine,"Employed by college or university,Employed by a company that performs advanced analytics",Yes,Master's degree,Computer Science,3 to 5 years,Julia,60000,0.32135,19281,65.4
BRL,Male,Brazil,26,Employed full-time,,,Yes,,Engineer,Fine,Employed by company that makes advanced analytic software,No,Bachelor's degree,Other,More than 10 years,R,25000,0.32135,8033.75,65.4
BRL,Male,Brazil,24,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,Python,26400,0.32135,8483.64,65.4
BRL,Male,Brazil,38,Employed full-time,,,Yes,,Statistician,Poorly,Employed by government,Yes,Master's degree,Computer Science,More than 10 years,R,87000,0.32135,27957.45,65.4
BRL,Male,Brazil,25,"Independent contractor, freelancer, or self-employed",,,Yes,,Machine Learning Engineer,Fine,Self-employed,Yes,Master's degree,Engineering (non-computer focused),1 to 2 years,Python,18000,0.32135,5784.3,65.4
BRL,Male,Brazil,37,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Fine,Self-employed,,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Python,200000,0.32135,64270,65.4
BRL,Female,Brazil,28,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Yes,Doctoral degree,Computer Science,3 to 5 years,Python,48000,0.32135,15424.8,65.4
BRL,Male,Brazil,30,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Master's degree,Computer Science,1 to 2 years,Python,150000,0.32135,48202.5,65.4
BRL,Male,Brazil,32,Employed full-time,,,Yes,,DBA/Database Engineer,Perfectly,Employed by professional services/consulting firm,Yes,Bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,R,120000,0.32135,38562,65.4
BRL,Male,Brazil,26,Employed full-time,,,Yes,,Other,Poorly,Employed by government,No,Master's degree,Computer Science,1 to 2 years,Python,72000,0.32135,23137.2,65.4
BRL,Male,Brazil,27,Employed full-time,,,Yes,,Other,Poorly,Employed by professional services/consulting firm,Yes,Bachelor's degree,,3 to 5 years,R,65000,0.32135,20887.75,65.4
BRL,Male,Brazil,22,Employed part-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,,Bachelor's degree,Computer Science,1 to 2 years,Python,12000,0.32135,3856.2,65.4
BRL,Male,Brazil,34,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,Mathematics or statistics,3 to 5 years,R,,0.32135,,65.4
BRL,Male,Brazil,22,Employed part-time,,,Yes,,DBA/Database Engineer,Fine,Employed by company that makes advanced analytic software,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Python,60000,0.32135,19281,65.4
BRL,Male,Brazil,28,Employed full-time,,,Yes,,Other,Poorly,Employed by professional services/consulting firm,No,Bachelor's degree,Other,1 to 2 years,Python,56200,0.32135,18059.87,65.4
BRL,Male,Brazil,44,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Engineering (non-computer focused),More than 10 years,R,300000,0.32135,96405,65.4
BRL,Male,Brazil,35,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Bachelor's degree,Computer Science,1 to 2 years,Python,240000,0.32135,77124,65.4
BRL,Male,Brazil,34,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,Self-employed,Yes,Doctoral degree,Electrical Engineering,More than 10 years,Python,60000,0.32135,19281,65.4
BRL,Male,Brazil,45,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Computer Science,1 to 2 years,R,180000,0.32135,57843,65.4
BRL,Male,Brazil,29,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Yes,Doctoral degree,Computer Science,More than 10 years,Python,45000,0.32135,14460.75,65.4
BRL,Male,Brazil,26,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Management information systems,1 to 2 years,Python,,0.32135,,65.4
BRL,Male,Brazil,40,Employed full-time,,,Yes,,Other,Fine,"Employed by a company that performs advanced analytics,Employed by non-profit or NGO",No,Bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,Scala,150,0.32135,48.2025,65.4
BRL,Male,Brazil,35,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by college or university,Sort of (Explain more),Professional degree,,More than 10 years,R,72780,0.32135,23387.853,65.4
